image,objects_detected,label
data/train/images/2011_001524.jpg,"[[13, 0.99920547, 9, 29, 280, 313], [1, 0.9801543, 142, 53, 119, 129], [8, 0.92254835, 230, 90, 89, 138], [8, 0.98261976, 273, 101, 114, 163], [6, 0.99547833, 118, 0, 75, 38], [6, 0.93575245, 196, 1, 77, 36], [6, 0.7621245, 278, 2, 91, 47], [6, 0.5056935, 48, 22, 26, 27], [14, 0.99255043, 65, 12, 17, 44]]","[[8, 1, 233, 95, 89, 130], [8, 1, 277, 107, 112, 162], [1, 1, 132, 52, 130, 136], [1, 1, 140, 54, 121, 118], [6, 1, 274, 1, 108, 50], [6, 1, 193, 1, 81, 40], [6, 1, 119, 1, 66, 38], [13, 1, 2, 14, 290, 332], [14, 1, 64, 14, 17, 44], [14, 1, 77, 14, 10, 41], [14, 1, 50, 32, 10, 20]]"
data/train/images/2011_001627.jpg,"[[14, 0.9984636, 19, 53, 451, 272]]","[[14, 1, 32, 44, 425, 289]]"
data/train/images/2011_001653.jpg,"[[9, 0.9872446, -15, -6, 389, 277], [9, 0.7635525, 6, -10, 169, 318], [9, 0.99526805, 297, 38, 195, 229], [12, 0.6216437, 0, 11, 176, 287], [9, 0.99872327, 199, 178, 109, 80], [9, 0.9216096, 389, 86, 112, 205], [9, 0.64682287, -1, 134, 30, 145]]","[[9, 1, 11, 9, 147, 286], [9, 1, 304, 41, 180, 239], [9, 1, 193, 177, 123, 86], [9, 1, 383, 98, 117, 187], [9, 1, 1, 2, 360, 274], [9, 1, 108, 1, 118, 280]]"
data/train/images/2011_001719.jpg,[],"[[15, 1, 78, 122, 46, 65], [8, 1, 136, 177, 46, 43], [8, 1, 29, 174, 48, 30], [8, 1, 238, 188, 58, 56]]"
data/train/images/2011_001720.jpg,"[[4, 0.9494223, 74, -11, 98, 138], [4, 0.9558874, 242, -3, 105, 155], [4, 0.9671238, 352, -9, 113, 177], [4, 0.99899757, 134, -1, 144, 324], [4, 0.99324256, 268, 40, 166, 281], [4, 0.99217194, 196, 185, 157, 147], [4, 0.99321, 21, 200, 137, 131], [4, 0.5393593, 4, -1, 77, 115], [4, 0.6604977, 467, 2, 33, 106], [4, 0.99752086, -3, -8, 92, 224], [4, 0.83114547, -3, 73, 76, 193], [4, 0.9761319, 437, 37, 61, 285], [4, 0.695936, 52, 66, 97, 267], [4, 0.864136, 376, 93, 102, 249], [4, 0.94702303, -1, 170, 48, 154]]","[[4, 1, 188, 188, 182, 145], [4, 1, 260, 53, 175, 280], [4, 1, 370, 98, 130, 235], [4, 1, 334, 1, 152, 150], [4, 1, 136, 1, 147, 331], [4, 1, 11, 103, 179, 230], [4, 1, 32, 194, 143, 139], [4, 1, 1, 1, 100, 237], [4, 1, 74, 1, 96, 118], [4, 1, 243, 1, 105, 155]]"
data/train/images/2011_001722.jpg,"[[12, 0.99988806, 22, 33, 250, 178]]","[[12, 1, 24, 31, 243, 175]]"
data/train/images/2011_001801.jpg,"[[6, 0.9314541, 23, 178, 89, 62]]","[[6, 1, 25, 181, 84, 57]]"
data/train/images/2011_001819.jpg,"[[10, 0.9879631, 9, 76, 399, 181], [10, 0.969399, 12, 21, 352, 478], [10, 0.87403935, 0, 144, 414, 208], [14, 0.87125474, 18, 81, 426, 407], [17, 0.819737, -16, 216, 450, 296], [14, 0.92157596, 122, 32, 195, 220], [8, 0.99840885, 258, 194, 126, 103], [4, 0.8974308, 92, 64, 20, 53]]","[[4, 1, 95, 62, 21, 57], [10, 1, 1, 101, 420, 259], [14, 1, 10, 78, 405, 422], [14, 1, 143, 8, 216, 226], [8, 1, 257, 201, 126, 97]]"
data/train/images/2011_001821.jpg,"[[14, 0.98872346, 75, 55, 179, 440]]","[[14, 1, 80, 51, 175, 449]]"
data/train/images/2011_001824.jpg,"[[0, 0.9989126, 49, 95, 451, 145], [0, 0.9886048, 225, 213, 272, 118], [0, 0.8744442, 268, 147, 54, 16], [6, 0.9855293, 45, 198, 70, 29]]","[[0, 1, 48, 109, 452, 123], [6, 1, 47, 200, 68, 31], [0, 1, 239, 223, 261, 110], [0, 1, 274, 153, 47, 15], [0, 1, 25, 177, 41, 18], [0, 1, 64, 178, 40, 16]]"
data/train/images/2011_001840.jpg,"[[9, 0.9960579, 43, 54, 412, 265]]","[[9, 1, 17, 10, 467, 338]]"
data/train/images/2011_001868.jpg,"[[11, 0.9941182, 215, -3, 275, 339]]","[[11, 1, 199, 1, 300, 331]]"
data/train/images/2011_001880.jpg,"[[0, 0.9986067, 63, 113, 439, 168], [14, 0.8451012, 436, 271, 14, 40], [14, 0.532278, 474, 265, 21, 45], [14, 0.50565314, 486, 263, 12, 90], [14, 0.9704958, 475, 263, 23, 109]]","[[0, 1, 324, 1, 176, 168], [0, 1, 83, 114, 417, 186]]"
data/train/images/2011_001893.jpg,"[[12, 0.98410505, 50, 28, 348, 312]]","[[12, 1, 45, 43, 357, 331]]"
data/train/images/2011_001896.jpg,"[[1, 0.9986826, 240, 171, 140, 153]]","[[1, 1, 232, 174, 156, 152]]"
data/train/images/2011_001966.jpg,"[[14, 0.9877083, 97, 71, 194, 328], [1, 0.997056, 97, 214, 193, 234]]","[[1, 1, 83, 207, 213, 244], [14, 1, 110, 63, 184, 329]]"
data/train/images/2011_001974.jpg,"[[17, 0.996173, 91, 69, 243, 134]]","[[17, 1, 93, 73, 232, 124]]"
data/train/images/2011_002044.jpg,"[[11, 0.9989011, -8, 7, 452, 370], [4, 0.9999299, 352, 299, 55, 75], [4, 0.99969447, 397, 295, 63, 80], [4, 0.98793906, 455, 298, 42, 76], [4, 0.7475271, 473, 313, 26, 63]]","[[11, 1, 1, 1, 428, 374], [4, 1, 403, 298, 57, 77], [4, 1, 352, 297, 54, 78]]"
data/train/images/2011_002064.jpg,"[[1, 0.99782383, 63, 58, 291, 308], [6, 0.59311783, 83, 80, 161, 42], [6, 0.9422701, 365, 67, 131, 82], [6, 0.8386043, 73, 83, 56, 37], [6, 0.5030288, 137, 87, 99, 25]]","[[1, 1, 77, 74, 280, 276], [6, 1, 76, 86, 45, 38], [6, 1, 133, 80, 123, 50], [6, 1, 378, 67, 122, 72], [1, 1, 62, 78, 256, 236]]"
data/train/images/2011_002072.jpg,"[[14, 0.99973065, 16, 59, 167, 180], [14, 0.9997595, 240, 70, 235, 168], [14, 0.6376621, 327, 49, 67, 88], [14, 0.7459373, 0, 86, 25, 50]]","[[14, 1, 242, 71, 234, 165], [14, 1, 20, 60, 158, 182]]"
data/train/images/2011_002113.jpg,"[[14, 0.9994976, 101, 11, 233, 360], [4, 0.99537545, 342, 192, 49, 133]]","[[4, 1, 351, 191, 44, 128], [4, 1, 343, 196, 41, 130], [1, 1, 1, 208, 455, 167], [14, 1, 103, 5, 240, 370]]"
data/train/images/2011_002116.jpg,"[[14, 0.9976692, 230, 128, 131, 60], [13, 0.94021475, 187, 142, 194, 103]]","[[13, 1, 190, 145, 188, 101], [14, 1, 226, 126, 136, 64]]"
data/train/images/2011_002147.jpg,"[[10, 0.9722378, 4, -28, 364, 492], [8, 0.76988786, -12, 45, 351, 454], [7, 0.99679697, 61, 79, 299, 384], [8, 0.96254057, 156, 0, 150, 34], [8, 0.8495028, 130, 0, 103, 26]]","[[7, 1, 68, 77, 274, 362], [10, 1, 1, 17, 374, 483], [8, 1, 140, 1, 137, 31]]"
data/train/images/2011_002178.jpg,"[[16, 0.99579096, 46, 22, 469, 359]]","[[16, 1, 57, 28, 443, 347]]"
data/train/images/2011_002181.jpg,"[[14, 0.64230865, 68, 138, 60, 269], [14, 0.9688425, 8, 135, 67, 297], [14, 0.90774256, 127, 171, 72, 220]]","[[14, 1, 2, 140, 82, 294]]"
data/train/images/2011_002428.jpg,"[[14, 0.9941584, 189, 144, 113, 225]]","[[14, 1, 189, 141, 118, 234]]"
data/train/images/2011_002429.jpg,"[[14, 0.99729204, 3, 24, 407, 332], [14, 0.99851716, 223, 177, 228, 191]]","[[14, 1, 1, 1, 499, 374], [14, 1, 219, 173, 241, 202]]"
data/train/images/2011_002461.jpg,"[[7, 0.9936181, 91, 10, 304, 370]]","[[7, 1, 89, 10, 314, 361]]"
data/train/images/2011_002504.jpg,"[[0, 0.99161863, 215, 136, 156, 80]]","[[0, 1, 213, 132, 161, 89]]"
data/train/images/2011_002588.jpg,"[[3, 0.999912, 34, 10, 432, 350], [3, 0.7221555, 203, -61, 306, 491], [14, 0.7147926, 40, 146, 128, 103], [14, 0.89766353, 190, 177, 15, 29], [14, 0.7247941, 196, 179, 18, 28], [14, 0.9976888, 263, 152, 35, 75], [14, 0.99562246, 294, 162, 41, 56], [14, 0.84836507, 88, 166, 63, 72], [14, 0.99138737, 201, 178, 27, 46], [14, 0.9962655, 233, 181, 27, 41], [14, 0.5287954, 473, 191, 18, 22], [14, 0.98243916, 180, 189, 16, 41], [14, 0.54408985, 186, 183, 17, 52], [14, 0.99758047, 390, 189, 32, 39], [14, 0.8558609, 418, 202, 22, 23], [14, 0.99560183, 442, 192, 25, 31], [14, 0.5717087, 197, 177, 34, 84], [14, 0.98928964, 419, 206, 29, 28]]","[[3, 1, 42, 1, 458, 374], [14, 1, 265, 155, 35, 72], [14, 1, 293, 163, 44, 54], [14, 1, 392, 190, 32, 41], [14, 1, 442, 193, 24, 30], [14, 1, 417, 205, 34, 29], [14, 1, 180, 190, 17, 27], [14, 1, 237, 180, 22, 51], [14, 1, 205, 180, 29, 49], [14, 1, 193, 180, 12, 41]]"
data/train/images/2011_002614.jpg,"[[10, 0.978046, 57, 246, 388, 86], [15, 0.9717086, 240, 1, 108, 132], [14, 0.5757915, -8, -3, 192, 244], [10, 0.93955016, 76, 58, 174, 199], [8, 0.9877553, 189, 82, 129, 177], [14, 0.9955324, 4, 62, 138, 273], [14, 0.99949723, 306, 50, 188, 279], [8, 0.9677898, 0, 70, 51, 104], [8, 0.5931544, 101, 52, 115, 199]]","[[8, 1, 186, 84, 135, 184], [8, 1, 1, 69, 51, 86], [8, 1, 124, 59, 109, 181], [10, 1, 3, 62, 252, 193], [10, 1, 74, 255, 361, 78], [14, 1, 309, 48, 191, 285], [14, 1, 1, 65, 154, 268], [15, 1, 243, 1, 105, 131]]"
data/train/images/2011_002631.jpg,"[[7, 0.9992698, 163, 122, 230, 175]]","[[7, 1, 171, 125, 213, 161]]"
data/train/images/2011_002662.jpg,"[[16, 0.9857079, 67, 252, 36, 25], [16, 0.98673016, 234, 263, 19, 13], [16, 0.9972481, 245, 252, 43, 23], [16, 0.96512014, 421, 257, 17, 24], [16, 0.99554515, 431, 258, 29, 22], [16, 0.6340541, 445, 260, 19, 19]]","[[16, 1, 422, 257, 39, 26], [16, 1, 245, 250, 45, 26], [16, 1, 68, 250, 36, 26], [16, 1, 75, 263, 20, 16], [16, 1, 233, 265, 17, 11]]"
data/train/images/2011_002679.jpg,"[[14, 0.99995303, 1, 21, 437, 309]]","[[14, 1, 1, 14, 455, 319]]"
data/train/images/2011_002782.jpg,"[[6, 0.9996787, 260, 203, 146, 117], [6, 0.519199, 449, 204, 52, 15]]","[[6, 1, 263, 215, 141, 98]]"
data/train/images/2011_002834.jpg,"[[17, 0.99975634, -3, 107, 360, 140], [14, 0.9972565, 55, 113, 175, 51]]","[[17, 1, 1, 109, 350, 143], [14, 1, 71, 117, 168, 49]]"
data/train/images/2011_002873.jpg,"[[9, 0.9408665, 281, 255, 27, 33], [9, 0.98218703, 321, 224, 76, 92], [9, 0.95714796, 235, 243, 38, 66], [9, 0.62499976, 83, 280, 37, 19], [9, 0.66542965, 80, 283, 39, 31], [9, 0.8732353, 110, 290, 37, 39], [9, 0.9439897, 133, 283, 45, 42], [9, 0.61404026, 60, 296, 24, 40], [9, 0.9705286, 71, 290, 43, 48], [9, 0.5016334, 1, 283, 12, 86], [9, 0.942312, 5, 289, 58, 74]]","[[9, 1, 281, 254, 28, 34], [9, 1, 239, 245, 36, 63], [9, 1, 126, 285, 51, 41], [9, 1, 79, 282, 44, 53], [9, 1, 323, 225, 74, 93], [9, 1, 14, 296, 45, 59]]"
data/train/images/2011_002881.jpg,"[[14, 0.86997265, 201, -3, 250, 303], [10, 0.7464936, 122, 257, 377, 114], [14, 0.95127374, 375, -1, 117, 127], [14, 0.98696274, -1, 6, 165, 353], [14, 0.8727564, 112, 80, 87, 105]]","[[10, 1, 113, 258, 387, 117], [10, 1, 73, 184, 136, 43], [14, 1, 241, 1, 224, 298], [14, 1, 1, 1, 328, 374], [14, 1, 102, 77, 96, 117], [17, 1, 190, 138, 310, 168], [10, 1, 112, 212, 244, 70]]"
data/train/images/2011_002885.jpg,"[[9, 0.99262536, 108, 106, 286, 170], [9, 0.9439864, -9, 98, 124, 186], [9, 0.9059181, 460, 141, 38, 117]]","[[9, 1, 109, 101, 288, 175], [9, 1, 463, 156, 37, 80], [9, 1, 1, 109, 110, 160]]"
data/train/images/2011_002911.jpg,"[[11, 0.9975301, 232, 47, 267, 323], [8, 0.89303845, 217, 14, 95, 129], [8, 0.82374644, 0, 4, 28, 106], [4, 0.99736327, 21, 20, 56, 117]]","[[11, 1, 238, 24, 261, 351], [10, 1, 1, 103, 131, 243], [4, 1, 19, 21, 60, 116]]"
data/train/images/2011_002929.jpg,"[[0, 0.99890816, 23, 121, 436, 109]]","[[0, 1, 6, 129, 427, 104]]"
data/train/images/2011_002931.jpg,"[[14, 0.7515299, 332, 30, 113, 227], [14, 0.9714385, 401, 94, 93, 158]]","[[14, 1, 406, 98, 94, 144], [14, 1, 167, 47, 125, 195]]"
data/train/images/2011_002935.jpg,"[[14, 0.9984546, 82, 56, 314, 319], [17, 0.64155656, 18, 128, 392, 260]]","[[14, 1, 84, 48, 309, 327]]"
data/train/images/2011_002974.jpg,"[[10, 0.99999845, 1, 234, 328, 268], [4, 0.9290797, 47, 18, 99, 331], [14, 0.5946216, 148, -2, 42, 46], [14, 0.74029803, 184, 1, 35, 38], [14, 0.986684, 0, 1, 50, 63], [14, 0.8994383, 124, 0, 73, 87], [14, 0.796297, 219, 1, 79, 84], [14, 0.5598524, 224, -11, 103, 185]]","[[4, 1, 47, 14, 102, 352], [10, 1, 1, 240, 331, 260], [14, 1, 1, 1, 84, 160], [14, 1, 226, 1, 107, 190], [14, 1, 123, 2, 95, 94]]"
data/train/images/2011_002988.jpg,"[[13, 0.99998736, -5, 67, 495, 291]]","[[13, 1, 1, 57, 499, 318]]"
data/train/images/2011_003013.jpg,"[[14, 0.9636333, 146, 55, 148, 195], [13, 0.98684436, 92, 93, 287, 196]]","[[13, 1, 96, 101, 278, 183], [14, 1, 144, 49, 140, 210]]"
data/train/images/2011_003047.jpg,"[[8, 0.9448474, -1, 282, 110, 74], [10, 0.55218786, -1, 327, 140, 44], [15, 0.9745704, 264, 11, 97, 65], [19, 0.9976936, 208, 205, 97, 83], [15, 0.9905238, 70, 151, 86, 215]]","[[15, 1, 70, 168, 99, 195], [15, 1, 274, 17, 88, 57], [8, 1, 1, 289, 107, 62], [19, 1, 208, 202, 92, 91]]"
data/train/images/2011_003055.jpg,"[[6, 0.99522644, 53, 59, 410, 305]]","[[6, 1, 41, 54, 452, 317]]"
data/train/images/2011_003081.jpg,"[[3, 0.99946684, 284, 122, 169, 98], [14, 0.99248356, 327, 137, 24, 35], [14, 0.99426585, 247, 149, 26, 50]]","[[3, 1, 287, 113, 168, 107], [14, 1, 331, 138, 24, 41], [14, 1, 245, 149, 31, 54]]"
data/train/images/2011_003094.jpg,"[[14, 0.9723203, 375, 123, 119, 248]]","[[14, 1, 367, 113, 133, 262]]"
data/train/images/2011_003098.jpg,"[[11, 0.9943328, 17, 24, 397, 378]]","[[11, 1, 1, 8, 417, 398]]"
data/train/images/2011_003150.jpg,"[[8, 0.9949807, 317, 181, 185, 194]]","[[8, 1, 321, 184, 179, 184]]"
data/train/images/2011_003176.jpg,"[[0, 0.99637884, 24, 78, 451, 148], [0, 0.93325096, 348, 170, 129, 47], [0, 0.5959983, 353, 153, 88, 53], [0, 0.7687546, 418, 172, 74, 53], [0, 0.57584834, 469, 200, 31, 34], [6, 0.85456693, 281, 217, 26, 14]]","[[0, 1, 399, 175, 83, 50], [0, 1, 363, 151, 91, 63], [0, 1, 312, 186, 136, 32], [0, 1, 31, 78, 441, 153], [6, 1, 285, 214, 22, 15]]"
data/train/images/2011_003177.jpg,"[[0, 0.9997218, 7, 32, 453, 218], [0, 0.74631375, 391, 52, 111, 56]]","[[0, 1, 2, 31, 457, 206], [0, 1, 399, 54, 101, 56]]"
data/train/images/2011_003274.jpg,"[[18, 0.9965708, 0, 108, 393, 102]]","[[18, 1, 1, 113, 383, 102]]"
data/train/images/2011_003372.jpg,"[[14, 0.99851227, 101, 152, 109, 189], [14, 0.9118753, 184, 280, 116, 218]]","[[14, 1, 102, 151, 106, 204], [14, 1, 193, 277, 123, 223]]"
data/train/images/2011_003401.jpg,"[[14, 0.99965554, 103, 283, 42, 114]]","[[14, 1, 105, 287, 41, 109]]"
data/train/images/2011_003429.jpg,"[[14, 0.9999411, 15, 4, 460, 366]]","[[14, 1, 23, 1, 477, 374]]"
data/train/images/2011_003471.jpg,"[[14, 0.99993694, 12, 0, 305, 373]]","[[14, 1, 3, 1, 344, 374]]"
data/train/images/2011_003484.jpg,"[[14, 0.99964434, 156, 47, 221, 458], [14, 0.55655044, 84, 292, 6, 20], [14, 0.95867616, -1, 129, 82, 363]]","[[14, 1, 158, 57, 217, 443], [14, 1, 2, 122, 80, 376]]"
data/train/images/2011_003488.jpg,"[[14, 0.9999285, 56, 26, 246, 439], [8, 0.53368545, 286, 155, 44, 255]]","[[14, 1, 48, 43, 275, 406]]"
data/train/images/2011_003572.jpg,"[[14, 0.9959084, 180, 87, 85, 100]]","[[14, 1, 185, 86, 76, 109]]"
data/train/images/2011_003613.jpg,"[[14, 0.99965733, 93, 57, 288, 329]]","[[14, 1, 87, 68, 297, 310]]"
data/train/images/2011_003636.jpg,"[[14, 0.9998753, 211, 20, 281, 345]]","[[14, 1, 203, 9, 297, 366]]"
data/train/images/2011_003726.jpg,"[[14, 0.9981573, 189, 40, 127, 293]]","[[14, 1, 187, 44, 131, 283]]"
data/train/images/2011_003805.jpg,"[[14, 0.99907345, 171, 31, 144, 203], [14, 0.5824475, 374, 148, 109, 130], [14, 0.8020442, 25, 8, 53, 65], [14, 0.77774304, 0, 141, 69, 136], [1, 0.87737304, 2, 204, 85, 74]]","[[14, 1, 175, 26, 141, 210]]"
data/train/images/2011_003807.jpg,"[[14, 0.9998169, -8, 3, 387, 490]]","[[14, 1, 1, 1, 373, 499]]"
data/train/images/2011_003846.jpg,"[[14, 0.99779826, 109, 65, 361, 267], [17, 0.90205944, 21, 122, 458, 228]]","[[14, 1, 148, 56, 273, 281]]"
data/train/images/2011_003857.jpg,"[[14, 0.98260295, 289, 245, 27, 35]]","[[14, 1, 291, 246, 25, 38]]"
data/train/images/2011_003871.jpg,"[[14, 0.9552805, 368, 108, 128, 259], [14, 0.97917813, 85, 119, 127, 256], [14, 0.9559596, 209, 114, 129, 266], [14, 0.82690483, 468, 58, 31, 268], [14, 0.942137, 7, 107, 91, 232]]","[[14, 1, 7, 110, 93, 233]]"
data/train/images/2011_003891.jpg,"[[14, 0.99994147, 61, -4, 437, 392]]","[[14, 1, 1, 1, 499, 374]]"
data/train/images/2011_003898.jpg,"[[14, 0.99920183, 144, 34, 293, 201]]","[[14, 1, 151, 36, 277, 218]]"
data/train/images/2011_003940.jpg,"[[14, 0.96171844, 241, 196, 14, 35], [1, 0.642382, 462, 213, 26, 34], [14, 0.9574102, 387, 257, 36, 61], [14, 0.9903749, 414, 232, 84, 147]]","[[14, 1, 385, 258, 41, 57], [14, 1, 242, 198, 16, 33], [14, 1, 415, 237, 85, 138]]"
data/train/images/2011_004011.jpg,"[[14, 0.9914053, 153, 276, 93, 151]]","[[14, 1, 161, 281, 91, 150]]"
data/train/images/2011_004034.jpg,"[[14, 0.98621184, 218, 91, 196, 286], [14, 0.9701032, 329, 118, 85, 147]]","[[14, 1, 221, 90, 177, 285], [14, 1, 336, 115, 75, 110]]"
data/train/images/2011_004048.jpg,"[[14, 0.99871475, 167, 65, 251, 232]]","[[14, 1, 167, 72, 246, 237]]"
data/train/images/2011_004163.jpg,"[[14, 0.99533117, 32, 122, 248, 248]]","[[14, 1, 20, 119, 256, 256]]"
data/train/images/2011_004172.jpg,"[[14, 0.96059525, 88, 280, 71, 213], [14, 0.9944732, 195, 326, 52, 163]]","[[14, 1, 195, 331, 48, 153]]"
data/train/images/2011_004223.jpg,"[[14, 0.99893534, 65, 34, 221, 196]]","[[14, 1, 56, 37, 232, 197]]"
data/train/images/2011_004227.jpg,"[[14, 0.99979496, 34, 87, 227, 335], [7, 0.7350245, 166, 155, 81, 179]]","[[14, 1, 36, 82, 224, 350]]"
data/train/images/2011_004350.jpg,"[[14, 0.9998604, -13, -3, 335, 297]]","[[14, 1, 1, 1, 351, 287]]"
data/train/images/2011_004358.jpg,"[[14, 0.999055, 150, 170, 97, 151], [12, 0.524326, 168, 228, 79, 171]]","[[14, 1, 149, 170, 102, 162]]"
data/train/images/2011_004386.jpg,"[[14, 0.98846143, 118, 111, 97, 227]]","[[14, 1, 128, 115, 84, 221]]"
data/train/images/2011_004415.jpg,"[[14, 0.9997338, -1, -4, 252, 374]]","[[14, 1, 1, 1, 263, 374]]"
data/train/images/2011_004446.jpg,"[[14, 0.9965283, 164, 248, 50, 67]]","[[14, 1, 162, 253, 49, 54]]"
data/train/images/2011_004500.jpg,"[[14, 0.99365944, 13, 31, 159, 424]]","[[14, 1, 1, 43, 186, 410]]"
data/train/images/2011_004531.jpg,"[[14, 0.551996, 323, 92, 32, 43], [14, 0.7678211, 324, 89, 32, 106], [14, 0.9985674, 235, 67, 111, 211]]","[[14, 1, 229, 63, 121, 219]]"
data/train/images/2011_004580.jpg,"[[14, 0.99956363, 20, 3, 292, 504]]","[[14, 1, 12, 6, 321, 494]]"
data/train/images/2011_004626.jpg,"[[14, 0.9994898, 234, 136, 249, 237], [14, 0.509979, 1, 167, 12, 203]]","[[14, 1, 226, 130, 259, 244]]"
data/train/images/2011_004694.jpg,"[[14, 0.97070557, 106, 148, 125, 159], [14, 0.9094827, 41, 180, 68, 93]]","[[14, 1, 51, 182, 55, 100], [14, 1, 106, 152, 120, 152]]"
data/train/images/2011_004736.jpg,"[[14, 0.9994377, 152, 169, 148, 193]]","[[14, 1, 153, 170, 154, 194]]"
data/train/images/2011_004751.jpg,"[[14, 0.99904275, 306, 114, 55, 122], [14, 0.9967013, 106, 110, 80, 165], [14, 0.9922544, 169, 108, 72, 169], [14, 0.9909227, 349, 114, 61, 177], [14, 0.9679912, 256, 143, 51, 151], [14, 0.7588253, 393, 176, 66, 169]]","[[14, 1, 105, 115, 80, 157], [14, 1, 308, 116, 64, 127], [14, 1, 167, 107, 82, 180]]"
data/train/images/2011_004758.jpg,"[[14, 0.99451804, 293, 241, 154, 122]]","[[14, 1, 292, 248, 156, 115]]"
data/train/images/2011_004768.jpg,"[[14, 0.59623647, 0, 87, 9, 71], [14, 0.56981826, 71, 89, 24, 73], [14, 0.61860174, 9, 91, 24, 83], [14, 0.98620117, 23, 90, 39, 88], [14, 0.9055189, 52, 87, 20, 88], [14, 0.9792257, 94, 92, 37, 86], [14, 0.7446922, 112, 94, 34, 83], [14, 0.76258785, 298, 95, 30, 96], [14, 0.9525338, 329, 103, 28, 83], [14, 0.7939278, 357, 102, 23, 77], [14, 0.9994326, 370, 91, 42, 121], [14, 0.98433256, 174, 85, 51, 147], [14, 0.51084703, 475, 100, 22, 120], [14, 0.9896182, 211, 45, 92, 275]]","[[14, 1, 210, 46, 97, 273], [14, 1, 371, 96, 43, 120], [14, 1, 97, 92, 32, 94], [14, 1, 326, 106, 33, 83]]"
data/train/images/2011_004785.jpg,"[[14, 0.9995013, 43, 119, 362, 337]]","[[14, 1, 63, 122, 335, 340]]"
data/train/images/2011_004786.jpg,"[[14, 0.99726295, 231, 89, 88, 256]]","[[14, 1, 232, 84, 88, 267]]"
data/train/images/2011_004796.jpg,"[[14, 0.9430166, 287, 20, 212, 363]]","[[14, 1, 290, 38, 210, 337]]"
data/train/images/2011_004797.jpg,"[[14, 0.9916726, 371, 191, 42, 96], [14, 0.9955088, 429, 184, 55, 144]]","[[14, 1, 422, 185, 67, 141]]"
data/train/images/2011_004862.jpg,"[[14, 0.9897107, 118, 88, 101, 141]]","[[14, 1, 121, 86, 101, 143]]"
data/train/images/2011_004916.jpg,"[[14, 0.99836856, 110, 45, 217, 285]]","[[14, 1, 114, 44, 229, 289]]"
data/train/images/2011_004956.jpg,"[[14, 0.9998517, 140, 20, 217, 295]]","[[14, 1, 141, 12, 218, 307]]"
data/train/images/2011_004966.jpg,"[[14, 0.9980995, 234, 107, 113, 226]]","[[14, 1, 225, 107, 121, 229]]"
data/train/images/2011_004991.jpg,"[[14, 0.99900126, 77, 229, 188, 269]]","[[14, 1, 93, 223, 177, 277]]"
data/train/images/2011_005049.jpg,"[[14, 0.8850691, 467, 123, 17, 45], [14, 0.71763194, 480, 123, 15, 44], [14, 0.9775708, 306, 87, 72, 190]]","[[14, 1, 310, 89, 69, 205]]"
data/train/images/2011_005139.jpg,"[[14, 0.970205, 2, -17, 61, 297], [14, 0.99805224, 180, 143, 87, 81]]","[[14, 1, 180, 145, 94, 82]]"
data/train/images/2011_005158.jpg,"[[14, 0.99957514, 46, 136, 173, 211]]","[[14, 1, 51, 138, 168, 218]]"
data/train/images/2011_005199.jpg,"[[14, 0.999926, 93, 94, 376, 287]]","[[14, 1, 85, 100, 382, 275]]"
data/train/images/2011_005273.jpg,"[[14, 0.9429926, 27, 89, 165, 239], [14, 0.9469887, 263, 141, 24, 45], [6, 0.8165179, 466, 121, 34, 76], [14, 0.96048534, 243, 135, 26, 65]]","[[14, 1, 240, 133, 32, 61], [14, 1, 263, 142, 29, 51]]"
data/train/images/2011_005285.jpg,"[[14, 0.7897874, 24, 152, 94, 155], [14, 0.99514985, 129, 132, 95, 235], [14, 0.5898462, 242, 148, 103, 222], [14, 0.6527635, 0, 180, 68, 196]]","[[14, 1, 133, 137, 117, 233]]"
data/train/images/2011_005286.jpg,"[[14, 0.9989272, 243, 95, 49, 80]]","[[14, 1, 248, 95, 46, 91]]"
data/train/images/2011_005348.jpg,"[[14, 0.9990683, 194, 31, 129, 338], [14, 0.83216727, 398, 107, 41, 79], [14, 0.6205222, 99, 115, 23, 76], [14, 0.73710954, 133, 111, 27, 78], [14, 0.55844223, 157, 113, 40, 76], [14, 0.7208638, 339, 112, 26, 82], [14, 0.9894531, 358, 112, 44, 89], [14, 0.9323982, 459, 101, 39, 102], [14, 0.99528813, 1, 70, 60, 298]]","[[14, 1, 356, 114, 47, 93], [14, 1, 196, 42, 122, 333], [14, 1, 189, 88, 161, 287], [14, 1, 130, 108, 29, 81]]"
data/train/images/2011_005376.jpg,"[[14, 0.99214816, 11, 61, 313, 291]]","[[14, 1, 1, 55, 325, 309]]"
data/train/images/2011_005408.jpg,"[[14, 0.9994357, 247, 113, 217, 197]]","[[14, 1, 246, 125, 214, 155]]"
data/train/images/2011_005484.jpg,"[[14, 0.99955994, 240, -1, 102, 227], [6, 0.57026666, 0, 130, 9, 13]]","[[14, 1, 243, 1, 101, 228]]"
data/train/images/2011_005635.jpg,"[[14, 0.99933815, 20, 22, 248, 470]]","[[14, 1, 19, 33, 214, 467]]"
data/train/images/2011_005642.jpg,"[[14, 0.9991535, 169, 136, 48, 97]]","[[14, 1, 171, 134, 45, 100]]"
data/train/images/2011_005686.jpg,"[[14, 0.9974725, 39, 34, 233, 306]]","[[14, 1, 50, 49, 215, 284]]"
data/train/images/2011_005743.jpg,"[[14, 0.9997997, 110, 88, 142, 375]]","[[14, 1, 117, 102, 141, 348]]"
